484-93-1264,"L,CJ",SIOUX CITY,IOWA,51104,MALE,NON-HISPANIC,WHITE,06/06/1958                                                                                     
483-10-6807,"B,LY",NORTH ENGLISH,IOWA,52316,FEMALE,NON-HISPANIC,WHITE,10/09/1978                                                                                
479-54-0315,"J,TC",ARCADIA,IOWA,51430,FEMALE,NON-HISPANIC,OTHER,08/26/1965                                                                                      
481-51-7340,"T,GH",CEDAR RAPIDS,IOWA,52410,MALE,NON-HISPANIC,WHITE,12/08/1976                                                                                   
478-94-6959,"F,AY",SIOUX CITY,IOWA,51104,FEMALE,HISPANIC,WHITE,02/16/1937                                                                                       
481-78-8227,"S,BE",DES MOINES,IOWA,50334,MALE,NON-HISPANIC,BLACK,03/25/1969                                                                                     
479-25-9773,"E,NL",CEDAR RAPIDS,IOWA,52406,MALE,NON-HISPANIC,WHITE,07/20/1941                                                                                   
478-39-6062,"R,GD",WEVER,IOWA,52658,FEMALE,NON-HISPANIC,WHITE,09/11/1985                                                                                        
602-54-6100,"Y,TR",DES MOINES,IOWA,50339,FEMALE,NON-HISPANIC,WHITE,07/25/1994                                                                                   
485-87-8850,"B,D-",DES MOINES,IOWA,50315,FEMALE,NON-HISPANIC,BLACK,11/20/1958                                                                                   
755-93-0477,"G,G-",DES MOINES,IOWA,50336,MALE,HISPANIC,WHITE,10/22/1959                                                                                         
150-73-6745,"J,NM",CEDAR RAPIDS,IOWA,52411,MALE,NON-HISPANIC,WHITE,08/03/1960                                                                                   
485-65-2781,"C,JG",YALE,IOWA,50277,MALE,NON-HISPANIC,WHITE,06/30/1950                                                                                           
471-66-4704,"H,MR",LORIMOR,IOWA,50149,MALE,NON-HISPANIC,WHITE,08/25/1943                                                                                        
697-66-6153,"B,RF",SIOUX CITY,IOWA,51109,MALE,NON-HISPANIC,WHITE,06/09/1976                                                                                     
479-84-2772,"P,BH",DES MOINES,IOWA,50302,MALE,NON-HISPANIC,OTHER,03/16/1985                                                                                     
481-78-6419,"B,ML",BADGER,IOWA,50516,MALE,NON-HISPANIC,WHITE,12/04/1980                                                                                         
479-68-5770,"R,WE",COIN,IOWA,51636,FEMALE,NON-HISPANIC,WHITE,11/01/1995                                                                                         
949-64-6211,"R,JW",CEDAR RAPIDS,IOWA,52403,MALE,NON-HISPANIC,WHITE,12/24/1960                                                                                   
563-38-4406,"A,SC",ADEL,IOWA,50003,FEMALE,NON-HISPANIC,WHITE,12/16/1958                                                                                         
415-67-2458,"S,SS",DES MOINES,IOWA,50330,FEMALE,NON-HISPANIC,WHITE,07/04/1959                                                                                   
011-07-0175,"S,JG",DES MOINES,IOWA,50395,FEMALE,HISPANIC,WHITE,06/13/1997                                                                                       
789-93-0658,"S,NN",CEDAR RAPIDS,IOWA,52408,MALE,NON-HISPANIC,WHITE,08/01/1948                                                                                   
484-59-6581,"S,RF",CEDAR RAPIDS,IOWA,52405,MALE,NON-HISPANIC,WHITE,12/04/1997                                                                                   
481-67-7086,"D,WG",DES MOINES,IOWA,50336,FEMALE,NON-HISPANIC,WHITE,09/01/1964                                                                                   
260-82-8386,"B,NS",STUART,IOWA,50250,FEMALE,NON-HISPANIC,WHITE,04/02/1949                                                                                       
232-54-8563,"M,KP",CEDAR RAPIDS,IOWA,52401,FEMALE,NON-HISPANIC,WHITE,06/28/1949                                                                                 
542-94-4010,"P,NS",NORTH ENGLISH,IOWA,52316,MALE,NON-HISPANIC,WHITE,09/07/1953                                                                                  
480-76-0746,"S,KD",COOPER,IOWA,50059,MALE,HISPANIC,WHITE,10/21/1940                                                                                             
478-37-8847,"C,NL",WAVERLY,IOWA,50677,FEMALE,NON-HISPANIC,WHITE,01/20/1937                                                                                      
482-43-7605,"K,AG",DES MOINES,IOWA,50312,FEMALE,NON-HISPANIC,WHITE,03/06/1932                                                                                   
482-60-3915,"M,W-",IRETON,IOWA,51027,FEMALE,NON-HISPANIC,WHITE,09/01/1953                                                                                       
484-74-9565,"T,FL",DES MOINES,IOWA,50320,MALE,NON-HISPANIC,WHITE,10/16/1991                                                                                     
484-42-7344,"E,DL",MCGREGOR,IOWA,52157,MALE,NON-HISPANIC,WHITE,11/13/1942                                                                                       
483-84-4059,"Y,CA",CEDAR RAPIDS,IOWA,52404,MALE,NON-HISPANIC,WHITE,12/02/1981                                                                                   
586-09-5873,"S,BW",CEDAR RAPIDS,IOWA,52407,FEMALE,NON-HISPANIC,WHITE,03/03/1995                                                                                 
485-22-5721,"R,DS",CEDAR RAPIDS,IOWA,52402,FEMALE,NON-HISPANIC,WHITE,08/04/1961                                                                                 
479-88-8541,"S,CL",URBANDALE,IOWA,50398,FEMALE,NON-HISPANIC,WHITE,03/15/1975                                                                                    
479-52-6852,"W,EE",DES MOINES,IOWA,50331,MALE,NON-HISPANIC,WHITE,02/18/1969                                                                                     
798-08-2998,"K,WT",SIOUX CITY,IOWA,51102,FEMALE,NON-HISPANIC,WHITE,12/15/1937                                                                                   
480-92-1717,"B,RM",DES MOINES,IOWA,50310,MALE,NON-HISPANIC,WHITE,08/02/1935                                                                                     
667-28-5160,"S,WA",NEW ALBIN,IOWA,52160,FEMALE,NON-HISPANIC,OTHER,12/02/1971                                                                                    
910-06-9499,"T,YA",RYAN,IOWA,52330,MALE,NON-HISPANIC,WHITE,01/22/1976                                                                                           
140-51-6788,"N,PR",WALCOTT,IOWA,52773,MALE,NON-HISPANIC,WHITE,05/01/1998                                                                                        
583-02-0057,"R,MA",DES MOINES,IOWA,50333,FEMALE,NON-HISPANIC,WHITE,02/05/1974                                                                                   
478-59-6931,"B,AM",DUBUQUE,IOWA,52002,MALE,NON-HISPANIC,ASIAN,01/24/1955                                                                                        
481-98-3002,"A,M-",CEDAR RAPIDS,IOWA,52410,FEMALE,NON-HISPANIC,WHITE,06/19/1948                                                                                 
484-54-6917,"K,FY",CEDAR RAPIDS,IOWA,52407,FEMALE,NON-HISPANIC,WHITE,07/12/1940                                                                                 
481-37-6625,"W,RC",DES MOINES,IOWA,50361,FEMALE,NON-HISPANIC,WHITE,12/23/1991                                                                                   
482-14-7832,"K,FJ",DES MOINES,IOWA,50310,MALE,NON-HISPANIC,WHITE,11/06/1992                                                                                     
740-04-1052,"Y,WY",HANLONTOWN,IOWA,50444,MALE,NON-HISPANIC,BLACK,10/08/1959                                                                                     
585-97-5300,"S,ME",CEDAR RAPIDS,IOWA,52409,MALE,NON-HISPANIC,WHITE,10/10/1997                                                                                   
480-60-1995,"Y,JR",URBANDALE,IOWA,50398,MALE,NON-HISPANIC,WHITE,11/18/1943                                                                                      
229-02-0444,"K,TR",DES MOINES,IOWA,50367,MALE,NON-HISPANIC,WHITE,03/19/1980                                                                                     
481-21-5750,"T,BC",CEDAR RAPIDS,IOWA,52405,FEMALE,NON-HISPANIC,WHITE,07/16/1974                                                                                 
481-35-3577,"M,GE",CLERMONT,IOWA,52135,MALE,NON-HISPANIC,WHITE,11/06/1941                                                                                       
485-35-9835,"S,AD",MCCAUSLAND,IOWA,52758,MALE,NON-HISPANIC,WHITE,02/02/1945                                                                                     
481-53-6721,"H,CA",DES MOINES,IOWA,50391,MALE,NON-HISPANIC,WHITE,07/07/1940                                                                                     
480-08-6335,"W,WL",DES MOINES,IOWA,50315,FEMALE,NON-HISPANIC,WHITE,08/03/1973                                                                                   
479-64-9476,"B,CR",KELLOGG,IOWA,50135,FEMALE,NON-HISPANIC,WHITE,04/21/1954                                                                                      
480-54-7560,"D,CB",DES MOINES,IOWA,50340,MALE,NON-HISPANIC,WHITE,08/19/1958                                                                                     
481-39-8357,"C,MW",GRAETTINGER,IOWA,51342,MALE,NON-HISPANIC,WHITE,10/10/1938                                                                                    
485-19-9758,"W,BN",FARNHAMVILLE,IOWA,50538,FEMALE,NON-HISPANIC,WHITE,08/30/1955                                                                                 
478-85-1623,"T,DL",CEDAR RAPIDS,IOWA,52406,MALE,NON-HISPANIC,WHITE,09/24/1988                                                                                   
483-86-2524,"H,JT",MALLARD,IOWA,50562,MALE,HISPANIC,WHITE,02/01/1953                                                                                            
484-14-8050,"W,DT",CEDAR RAPIDS,IOWA,52407,MALE,NON-HISPANIC,WHITE,08/30/1963                                                                                   
532-40-7232,"F,ED",CORNING,IOWA,50841,FEMALE,NON-HISPANIC,WHITE,10/18/1938                                                                                      
478-08-0569,"W,DN",CEDAR RAPIDS,IOWA,52403,FEMALE,NON-HISPANIC,WHITE,02/15/1935                                                                                 
681-16-6018,"B,ET",CEDAR RAPIDS,IOWA,52411,FEMALE,NON-HISPANIC,WHITE,11/07/1984                                                                                 
483-58-1265,"R,NM",DES MOINES,IOWA,50362,FEMALE,NON-HISPANIC,WHITE,06/27/1975                                                                                   
695-69-6354,"B,T-",PETERSON,IOWA,51047,MALE,NON-HISPANIC,WHITE,04/14/1943                                                                                       
482-46-7485,"F,YC",DELTA,IOWA,52550,FEMALE,NON-HISPANIC,WHITE,10/22/1942                                                                                        
902-39-3769,"J,AB",DES MOINES,IOWA,50327,FEMALE,NON-HISPANIC,WHITE,06/16/1971                                                                                   
483-08-0579,"D,DE",CEDAR RAPIDS,IOWA,52403,FEMALE,NON-HISPANIC,ASIAN,01/11/1954                                                                                 
485-28-1572,"B,SG",DES MOINES,IOWA,50329,FEMALE,HISPANIC,WHITE,11/02/1954                                                                                       
480-86-0221,"R,KE",RYAN,IOWA,52330,FEMALE,NON-HISPANIC,WHITE,09/15/1935                                                                                         
480-23-8970,"D,BE",CEDAR RAPIDS,IOWA,52411,MALE,NON-HISPANIC,WHITE,01/02/1971                                                                                   
479-96-9314,"D,LT",CEDAR RAPIDS,IOWA,52406,FEMALE,NON-HISPANIC,WHITE,10/13/1950                                                                                 
062-31-9423,"R,CL",CEDAR RAPIDS,IOWA,52408,MALE,NON-HISPANIC,WHITE,01/25/1989                                                                                   
483-36-3573,"S,JR",MARION,IOWA,52302,MALE,NON-HISPANIC,WHITE,08/13/1998                                                                                         
483-68-4550,"M,AA",DES MOINES,IOWA,50391,MALE,NON-HISPANIC,ASIAN,04/05/1968                                                                                     
481-17-6410,"M,JB",CEDAR RAPIDS,IOWA,52411,MALE,NON-HISPANIC,WHITE,08/16/1957                                                                                   
091-03-1869,"M,DT",DES MOINES,IOWA,50318,FEMALE,NON-HISPANIC,WHITE,06/06/1934                                                                                   
481-83-3437,"J,LW",ELLSWORTH,IOWA,50075,FEMALE,NON-HISPANIC,WHITE,08/17/1946                                                                                    
479-05-0702,"N,JN",NORTHWOOD,IOWA,50459,MALE,NON-HISPANIC,BLACK,02/21/1944                                                                                      
484-16-0045,"C,AB",DES MOINES,IOWA,50314,MALE,NON-HISPANIC,WHITE,05/13/1983                                                                                     
478-70-0751,"S,ML",DES MOINES,IOWA,50311,FEMALE,NON-HISPANIC,WHITE,12/08/1969                                                                                   
484-33-6725,"C,SL",DES MOINES,IOWA,50306,MALE,NON-HISPANIC,WHITE,05/22/1964                                                                                     
079-90-6426,"R,CT",CEDAR RAPIDS,IOWA,52409,MALE,NON-HISPANIC,WHITE,12/23/1986                                                                                   
880-62-9297,"W,DD",DES MOINES,IOWA,50363,MALE,NON-HISPANIC,WHITE,12/27/1955                                                                                     
484-95-4413,"L,PY",SHELBY,IOWA,51570,FEMALE,NON-HISPANIC,OTHER,07/29/1991                                                                                       
480-48-4407,"W,YC",CEDAR RAPIDS,IOWA,52401,FEMALE,NON-HISPANIC,WHITE,01/30/1940                                                                                 
657-20-6490,"T,BC",CHURDAN,IOWA,50050,FEMALE,NON-HISPANIC,WHITE,06/30/1982                                                                                      
479-49-6142,"J,KE",SWALEDALE,IOWA,50477,MALE,NON-HISPANIC,WHITE,10/19/1965                                                                                      
481-47-0907,"A,KR",PEOSTA,IOWA,52068,FEMALE,NON-HISPANIC,OTHER,04/22/1936                                                                                       
378-01-5083,"L,K-",DES MOINES,IOWA,50364,FEMALE,NON-HISPANIC,WHITE,03/24/1944                                                                                   
257-22-6756,"K,JE",DES MOINES,IOWA,50336,FEMALE,NON-HISPANIC,WHITE,02/28/1990                                                                                   
483-46-9885,"J,KD",GOLDFIELD,IOWA,50542,MALE,NON-HISPANIC,WHITE,11/09/1944                                                                                      
484-63-7323,"B,CR",HOSPERS,IOWA,51238,FEMALE,NON-HISPANIC,WHITE,06/13/1938                                                                                      
480-65-5204,"W,TT",CEDAR RAPIDS,IOWA,52407,FEMALE,NON-HISPANIC,WHITE,07/26/1944                                                                                 
484-47-4636,"T,LK",BETTENDORF,IOWA,52722,MALE,NON-HISPANIC,WHITE,03/30/1937                                                                                     
483-80-2357,"S,KD",CEDAR RAPIDS,IOWA,52403,MALE,NON-HISPANIC,WHITE,07/04/1984                                                                                   
484-49-0544,"L,NG",CEDAR RAPIDS,IOWA,52411,FEMALE,NON-HISPANIC,WHITE,03/06/1970                                                                                 
484-41-7139,"J,NJ",MARION,IOWA,52302,FEMALE,NON-HISPANIC,WHITE,10/12/1945                                                                                       
484-75-6383,"N,LN",DES MOINES,IOWA,50313,FEMALE,NON-HISPANIC,WHITE,01/26/1942                                                                                   
445-43-4228,"T,PD",DES MOINES,IOWA,50335,MALE,NON-HISPANIC,WHITE,10/24/1979                                                                                     
480-49-3041,"K,JC",DES MOINES,IOWA,50301,FEMALE,NON-HISPANIC,WHITE,03/30/1953                                                                                   
480-21-3704,"C,YL",CARBON,IOWA,50839,FEMALE,NON-HISPANIC,WHITE,04/26/1962                                                                                       
480-65-8044,"L,KF",CEDAR RAPIDS,IOWA,52403,FEMALE,NON-HISPANIC,WHITE,05/13/1962                                                                                 
254-35-3077,"J,MJ",DES MOINES,IOWA,50313,MALE,NON-HISPANIC,ASIAN,04/13/1959                                                                                     
481-65-2320,"C,NL",WINDSOR HEIGHTS,IOWA,50324,FEMALE,NON-HISPANIC,WHITE,09/27/1963                                                                              
482-03-6130,"F,CM",DES MOINES,IOWA,50330,MALE,NON-HISPANIC,WHITE,02/13/1967                                                                                     
385-74-4790,"W,WY",DES MOINES,IOWA,50340,MALE,NON-HISPANIC,WHITE,02/12/1936                                                                                     
483-75-6756,"N,RK",PARNELL,IOWA,52325,MALE,NON-HISPANIC,WHITE,08/20/1984                                                                                        
904-46-8965,"M,NL",HIGHLANDVILLE,IOWA,52149,FEMALE,NON-HISPANIC,WHITE,09/13/1961                                                                                
481-02-6479,"G,BL",MINGO,IOWA,50168,MALE,NON-HISPANIC,WHITE,06/11/1985                                                                                          
479-84-8335,"T,ND",CEDAR RAPIDS,IOWA,52411,FEMALE,NON-HISPANIC,WHITE,11/24/1963                                                                                 
190-79-2144,"C,CK",CEDAR RAPIDS,IOWA,52403,FEMALE,NON-HISPANIC,ASIAN,02/10/1958                                                                                 
484-68-0618,"K,PK",MONTOUR,IOWA,50173,FEMALE,NON-HISPANIC,WHITE,04/22/1997                                                                                      
484-83-3270,"N,JL",DES MOINES,IOWA,50304,FEMALE,NON-HISPANIC,WHITE,03/11/1942                                                                                   
184-44-2710,"S,HR",INWOOD,IOWA,51240,MALE,HISPANIC,WHITE,10/13/1992                                                                                             
951-22-6993,"S,RN",CEDAR RAPIDS,IOWA,52411,FEMALE,NON-HISPANIC,WHITE,05/26/1996                                                                                 
478-05-4750,"W,EK",DES MOINES,IOWA,50303,MALE,NON-HISPANIC,WHITE,04/08/1955                                                                                     
883-08-3404,"W,SW",CEDAR RAPIDS,IOWA,52408,FEMALE,NON-HISPANIC,WHITE,08/28/1990                                                                                 
250-71-5214,"S,BA",DES MOINES,IOWA,50313,MALE,NON-HISPANIC,BLACK,02/20/1994                                                                                     
809-57-9157,"R,BJ",QUIMBY,IOWA,51049,MALE,NON-HISPANIC,WHITE,01/31/1943                                                                                         
485-63-3598,"B,RD",WINFIELD,IOWA,52659,MALE,HISPANIC,WHITE,05/13/1976                                                                                           
478-75-7225,"M,CC",WEVER,IOWA,52658,MALE,NON-HISPANIC,WHITE,11/14/1996                                                                                          
485-86-6396,"Y,JT",PRESCOTT,IOWA,50859,FEMALE,NON-HISPANIC,WHITE,12/05/1949                                                                                     
482-91-4334,"A,SF",DES MOINES,IOWA,50307,MALE,NON-HISPANIC,WHITE,06/30/1993                                                                                     
478-67-1214,"M,FY",CEDAR RAPIDS,IOWA,52401,FEMALE,NON-HISPANIC,WHITE,12/03/1956                                                                                 
482-58-3029,"J,BM",DES MOINES,IOWA,50312,FEMALE,HISPANIC,WHITE,09/15/1934                                                                                       
936-59-3614,"G,RC",DES MOINES,IOWA,50307,FEMALE,NON-HISPANIC,WHITE,02/22/1993                                                                                   
480-97-0073,"J,YY",DES MOINES,IOWA,50303,MALE,NON-HISPANIC,WHITE,09/15/1975                                                                                     
942-16-4034,"B,JR",DELTA,IOWA,52550,MALE,NON-HISPANIC,WHITE,07/26/1959                                                                                          
482-69-5656,"C,ET",DES MOINES,IOWA,50391,MALE,NON-HISPANIC,WHITE,04/20/1936                                                                                     
481-13-9718,"T,CP",DES MOINES,IOWA,50332,MALE,NON-HISPANIC,WHITE,07/10/1974                                                                                     
480-69-7813,"S,GW",CEDAR RAPIDS,IOWA,52411,MALE,NON-HISPANIC,OTHER,07/21/1954                                                                                   
233-54-4191,"R,KL",AUDUBON,IOWA,50025,FEMALE,NON-HISPANIC,WHITE,11/17/1969                                                                                      
485-62-4309,"S,JR",URBANDALE,IOWA,50398,FEMALE,NON-HISPANIC,WHITE,03/28/1965                                                                                    
898-69-8339,"J,DP",IRWIN,IOWA,51446,MALE,HISPANIC,WHITE,02/28/1972                                                                                              
482-47-0531,"P,AS",BOONEVILLE,IOWA,50038,FEMALE,NON-HISPANIC,WHITE,09/06/1955                                                                                   
481-35-3931,"N,HN",GRINNELL,IOWA,50112,FEMALE,NON-HISPANIC,WHITE,07/14/1966                                                                                     
481-12-7332,"B,DF",RODNEY,IOWA,51051,MALE,NON-HISPANIC,WHITE,09/23/1953                                                                                         
480-59-5440,"J,WA",IOWA CITY,IOWA,52244,FEMALE,HISPANIC,WHITE,05/03/1968                                                                                        
484-34-8162,"S,BD",CEDAR RAPIDS,IOWA,52405,MALE,NON-HISPANIC,WHITE,02/21/1952                                                                                   
948-91-7098,"R,TC",SCHLESWIG,IOWA,51461,MALE,NON-HISPANIC,OTHER,04/13/1945                                                                                      
483-53-1143,"W,JJ",DES MOINES,IOWA,50364,MALE,NON-HISPANIC,WHITE,05/20/1964                                                                                     
648-36-3348,"P,HE",DES MOINES,IOWA,50336,FEMALE,NON-HISPANIC,WHITE,04/12/1991                                                                                   
480-05-0600,"F,BP",CEDAR RAPIDS,IOWA,52411,FEMALE,NON-HISPANIC,OTHER,05/03/1932                                                                                 
478-59-4561,"S,SH",CEDAR RAPIDS,IOWA,52406,FEMALE,NON-HISPANIC,WHITE,11/16/1988                                                                                 
669-08-0562,"B,E-",DES MOINES,IOWA,50336,FEMALE,NON-HISPANIC,WHITE,08/27/1965                                                                                   
550-33-3281,"D,YC",DES MOINES,IOWA,50339,MALE,NON-HISPANIC,OTHER,11/07/1953                                                                                     
481-39-7985,"H,BC",DES MOINES,IOWA,50335,FEMALE,HISPANIC,WHITE,09/20/1983                                                                                       
043-76-8618,"R,PN",DES MOINES,IOWA,50362,MALE,NON-HISPANIC,WHITE,02/22/1974                                                                                     
984-03-1931,"M,NN",SAINT MARYS,IOWA,50241,FEMALE,NON-HISPANIC,WHITE,08/15/1995                                                                                  
479-98-8498,"S,BC",DES MOINES,IOWA,50311,MALE,NON-HISPANIC,WHITE,05/28/1939                                                                                     
485-48-1359,"H,HJ",BRADGATE,IOWA,50520,FEMALE,NON-HISPANIC,WHITE,05/01/1966                                                                                     
221-76-6084,"M,SL",CEDAR RAPIDS,IOWA,52498,FEMALE,NON-HISPANIC,WHITE,01/27/1935                                                                                 
480-41-8379,"T,PA",SIOUX CENTER,IOWA,51250,MALE,NON-HISPANIC,WHITE,01/06/1959                                                                                   
483-38-7213,"L,SG",CEDAR RAPIDS,IOWA,52402,MALE,NON-HISPANIC,WHITE,03/15/1966                                                                                   
480-49-0503,"M,YL",CEDAR RAPIDS,IOWA,52406,MALE,NON-HISPANIC,WHITE,08/01/1975                                                                                   
